"","names(dates)","meanages"
"6030","273",40522
"6031","1335",29131
"6032","2252",32117
"6033","3488",31601
"6034","3770",38845
"6035","4474",17917
"6036","64",27260
"6037","64",27268
"6038","64",27275
"6039","165",19320
"6040","116",13212
"6041","78",15242
"6042","1143",21503
"6043","4431",26524
"6044","4476",36067
"6045","727",21540
"6046","1068",11177
"6047","3486",30077
"6048","3490",31975
"6049","4472",24540
"6050","2133",16233.5
"6051","24",15165
"6052","39",21601
"6053","39",21601
"6054","1076",20140
"6055","1116",12611.5
"6056","1363",15182
"6057","2516",33322
"6058","2800",12810
"6059","2800",8581
"6060","3470",48310
"6061","3473",48293
"6062","3534",39065
"6063","3540",42659
"6064","3770",39985
"6065","4472",26880
"6066","4432",29820
"6067","1335",17437
"6068","2516",36488
"6069","4930",13390
"6070","727",10963
"6071","1056",24122
"6072","3511",47454
"6073","2514",31977
"6074","4054",28792
"6075","1432",1659
"6076","3535",41566
"6077","4425",17913
"6078","3490",32855
"6079","4404",11091
"6080","4845",22479
"6081","1732",31185
"6082","2913",27903
"6083","78",19529
"6084","759",30108
"6085","3733",34784
"6086","1335",31943
"6087","4475",36769
"6088","4471",34253
"6089","4507",41360
"6090","5",15772
"6091","28",13160
"6092","57",27066
"6093","89",38515
"6094","811",10545
"6095","1042",30264
"6096","1057",49221
"6097","1058",38147
"6098","1102",26707
"6099","1155",34975
"6100","1155",34245
"6101","1160",27796
"6102","1192",13683
"6103","2125",12781
"6104","3534",43310
"6105","3727",29051
"6106","3752",43185.5
"6107","3765",41602
"6108","3771",41059
"6109","3771",40396
"6110","3772",40313
"6111","3775",41013.5
"6112","3780",40640.5
"6113","4118",13203
"6114","4149",13461
"6115","4441",31554
"6116","78",15916
"6117","3384",32836
"6118","3033",14851
"6119","549",17370
"6120","2516",37158
"6121","1056",13303
"6122","3706",36430
"6123","3728",44531
"6124","152",3756
"6125","549",17895
"6126","1164",33542
"6127","1335",26568
"6128","3485",31659
"6129","4460",36471
"6130","4471",29123
"6131","4143",40018
"6132","423",8885
"6133","1335",29132
"6134","2834",29612
"6135","3511",44871.5
"6136","3511",46509
"6137","3511",46717
"6138","3719",43863
"6139","3994",42082
"6140","4450",40732
"6141","4452",38256
"6142","1196",27533
"6143","4062",17241
"6144","4442",43206
"6145","1216",10009
"6146","3511",41129
"6147","3511",48921
"6148","4277",4934
"6149","1145",13153
"6150","1335",33378
"6151","2516",38596
"6152","3511",48561
"6153","3512",33678
"6154","3533",42332
"6155","3539",41905
"6156","3633",47681
"6157","3758",33248
"6158","3774",45388
"6159","1140",33058
"6160","549",17898
"6161","4845",19900
"6162","3489",35080
"6163","5008",25208
"6164","89",41318
"6165","227",8715
"6166","355",32975
"6167","1160",29042
"6168","3496",35568
"6169","3743",29077
"6170","3780",43515
"6171","3785",41879
"6172","4472",25655
"6173","3462",41720
"6174","2517",34786
"6175","2517",35791
"6176","5008",28835
"6177","1335",35144
"6178","4450",25270
"6179","64",35915
"6180","2826",12019
"6181","3533",42517
"6182","3721",26349
"6183","3751",30875
"6184","3773",35416.5
"6185","4450",26045
"6186","3488",35733
"6187","599",3275
"6188","24",21246
"6189","3750",22845
"6190","355",2941
"6191","1042",21275
"6192","1996",20624
"6193","2874",34421
"6194","4439",27987
"6195","4458",36165
"6196","4487",45027
"6197","56",22612.5
"6198","4472",40214
"6199","36",38950
"6200","1164",38099
"6201","273",44434
"6202","1079",23143
"6203","3540",44856
"6204","3540",47880
"6205","4487",49840
"6206","3486",26935
"6207","2516",42282.5
"6208","4431",28683
"6209","273",40943
"6210","736",14336
"6211","1157",34898.5
"6212","2252",33613
"6213","2832",27503.5
"6214","1164",29198
"6215","1077",27567
"6216","1335",36964
"6217","3721",36449.5
"6218","4439",27430
"6219","54",33845.5
"6220","2826",34546
"6221","3534",29941
"6222","3723",34340
"6223","165",20808.5
"6224","89",30776
"6225","2514",8097
"6226","2516",37447
"6227","3512",47892
"6228","3487",35438
"6229","1058",33916
"6230","56",22368
"6231","175",11927
"6232","1079",33129
"6233","3534",38351
"6234","3539",38215
"6235","4449",19745
"6236","3487",41025.5
"6237","4475",35305
"6238","3488",42054
"6239","36",39053
"6240","1449",32308
"6241","2652",36083
"6242","3731",47911
"6243","3504",39910
"6244","727",11881
"6245","4220",38918
"6246","1304",35108
"6247","2565",29216.5
"6248","4472",28159
"6249","4487",35927
"6250","4482",32981
"6251","646",10495
"6252","1495",35251
"6253","4896",25864
"6254","3488",40405
"6255","3488",41531
"6256","78",23609
"6257","4487",36793
"6258","4450",33336
"6259","4450",27560
"6260","3",20026
"6261","1042",35171
"6262","1374",41965
"6263","2652",27651
"6264","3504",39697
"6265","4454",40474
"6266","2515",42950
"6267","3781",38152.5
"6268","3488",41844
"6269","2515",47317
"6270","56",15427
"6271","1335",31556
"6272","169",11683
"6273","1335",36448
"6274","2516",42147
"6275","3488",40686
"6276","1400",33843
"6277","3534",31056
"6278","3534",33227
"6279","4413",17647
"6280","727",17016
"6281","165",14399
"6282","689",35620
"6283","3161",35626
"6284","2652",24773
"6285","1335",28901
"6286","4469",31012.5
"6287","1496",30592.5
"6288","3488",42884
"6289","1160",38433
"6290","2516",42869
"6291","3504",44736
"6292","4147",42137
"6293","3504",46289
"6294","3485",43601
"6295","804",37636
"6296","3504",45035
"6297","1540",46311
"6298","2025",27925.5
"6299","3452",37857.5
"6300","1335",38325
"6301","3488",44204
"6302","646",12633
"6303","1230",28221
"6304","727",22598
"6305","4441",35902
"6306","1372",21872
"6307","546",11539.5
"6308","646",10642
"6309","5004",20384
"6310","3490",33342
"6311","2884",38166.5
"6312","689",35647.5
"6313","3540",44976
"6314","1076",40884
"6315","4450",30433
"6316","36",31056
"6317","48",9056
"6318","56",27105.5
"6319","57",37009
"6320","89",42227
"6321","89",45343
"6322","89",45343
"6323","123",3948
"6324","145",36980
"6325","180",11520
"6326","180",16254
"6327","180",21136
"6328","180",31057
"6329","184",244
"6330","239",5833
"6331","312",5462
"6332","374",768
"6333","374",656
"6334","374",1029
"6335","374",530
"6336","472",673
"6337","472",680
"6338","472",656
"6339","472",931
"6340","472",931
"6341","472",1339
"6342","472",785
"6343","590",3923
"6344","590",3925
"6345","590",3827
"6346","590",3595
"6347","590",1116
"6348","590",1049
"6349","590",865
"6350","590",389
"6351","617",857
"6352","620",455
"6353","620",413
"6354","689",39091
"6355","714",41583
"6356","769",808
"6357","769",816
"6358","769",810
"6359","769",808
"6360","769",807
"6361","769",808
"6362","769",809
"6363","769",809
"6364","769",808
"6365","769",811
"6366","769",810
"6367","769",790
"6368","784",6118
"6369","784",6147
"6370","784",6404
"6371","784",6600
"6372","784",7030
"6373","784",8427
"6374","784",8828
"6375","784",9025
"6376","784",9769
"6377","784",1334
"6378","784",10412
"6379","784",2010
"6380","784",2932
"6381","784",5031
"6382","800",370
"6383","897",42217
"6384","905",3657
"6385","971",39022.5
"6386","1042",34060
"6387","1042",35906
"6388","1042",35907
"6389","1042",39539
"6390","1042",41579
"6391","1042",43582
"6392","1042",27320
"6393","1042",34887
"6394","1042",39534
"6395","1042",31754
"6396","1042",43586
"6397","1045",43563
"6398","1046",11493
"6399","1056",39559
"6400","1056",1403
"6401","1057",49963
"6402","1062",43563
"6403","1063",36982
"6404","1076",43555
"6405","1076",40091
"6406","1077",43395
"6407","1114",35919
"6408","1120",34085
"6409","1152",48362
"6410","1152",34044
"6411","1165",775
"6412","1165",885
"6413","1165",885
"6414","1165",893
"6415","1165",899
"6416","1165",909
"6417","1165",940
"6418","1165",943
"6419","1165",949
"6420","1165",633
"6421","1165",637
"6422","1165",643
"6423","1165",643
"6424","1165",644
"6425","1165",645
"6426","1165",644
"6427","1165",644
"6428","1165",645
"6429","1188",706
"6430","1188",706
"6431","1188",698
"6432","1188",732
"6433","1188",686
"6434","1188",715
"6435","1188",751
"6436","1188",765
"6437","1188",762
"6438","1188",765
"6439","1188",929
"6440","1195",31417
"6441","1235",614
"6442","1235",612
"6443","1235",609
"6444","1235",608
"6445","1235",609
"6446","1235",613
"6447","1235",609
"6448","1235",608
"6449","1235",607
"6450","1235",605
"6451","1235",604
"6452","1235",591
"6453","1235",593
"6454","1235",593
"6455","1235",592
"6456","1235",592
"6457","1235",579
"6458","1235",579
"6459","1235",580
"6460","1235",579
"6461","1235",587
"6462","1235",584
"6463","1235",577
"6464","1235",576
"6465","1303",21563
"6466","1305",614
"6467","1305",602
"6468","1305",641
"6469","1305",597
"6470","1305",655
"6471","1305",618
"6472","1305",612
"6473","1305",642
"6474","1305",627
"6475","1305",603
"6476","1305",598
"6477","1305",587
"6478","1305",607
"6479","1305",608
"6480","1305",609
"6481","1305",609
"6482","1333",43561
"6483","1335",33038
"6484","1335",28527
"6485","1373",16785
"6486","1400",41567
"6487","1402",42225
"6488","1426",170
"6489","1426",124
"6490","1478",978
"6491","1478",977
"6492","1478",979
"6493","1478",994
"6494","1478",979
"6495","1478",980
"6496","1478",981
"6497","1478",992
"6498","1478",981
"6499","1478",980
"6500","1478",980
"6501","1478",981
"6502","1478",979
"6503","1478",996
"6504","1478",986
"6505","1478",988
"6506","1478",1018
"6507","1478",1032
"6508","1679",2567.5
"6509","1731",39667.5
"6510","1731",40090.5
"6511","2120",4336
"6512","2120",4337
"6513","2178",13516
"6514","2271",1715
"6515","2316",38517
"6516","2503",45421
"6517","2515",43696
"6518","2515",39867
"6519","2552",41584
"6520","2552",31056
"6521","2552",29016
"6522","2594",387
"6523","2825",37217
"6524","2825",33978
"6525","2916",7652
"6526","2916",7813
"6527","2916",8093
"6528","2916",7307
"6529","2950",384
"6530","2974",41433
"6531","3016",41583
"6532","3017",41584
"6533","3018",41584
"6534","3019",41583
"6535","3020",41584
"6536","3021",41583
"6537","3022",41583
"6538","3023",41583
"6539","3114",8418.5
"6540","3462",46143
"6541","3479",45330
"6542","3479",46204
"6543","3487",44877
"6544","3487",44708
"6545","3488",45001.5
"6546","3489",39541.5
"6547","3504",43546
"6548","3511",46250
"6549","3531",43661
"6550","3543",43466
"6551","3543",42840
"6552","3614",195
"6553","3709",46501
"6554","3721",43674.5
"6555","3888",161
"6556","3894",38486
"6557","3969",473
"6558","4195",42598
"6559","4217",244
"6560","4256",38517
"6561","4374",34045
"6562","4382",26185
"6563","4408",34045
"6564","4443",48848
"6565","4443",40092
"6566","4443",40092
"6567","4450",42881
"6568","4458",43617
"6569","4458",43619
"6570","4460",39996
"6571","4460",39998.5
"6572","4470",41585
"6573","4475",31944
"6574","4477",39563
"6575","4477",43553
"6576","4477",43553
"6577","4482",31257
"6578","4485",47764
"6579","4933",11276
"6580","4952",35148
